business_id,month,leads_in,opportunities,proposals_sent,deals_closed,pipeline_value
UAE_243,2025-06,54,21,10,1,60814
UAE_243,2025-07,23,9,4,1,9414
UAE_243,2025-08,39,15,7,1,14141
UAE_243,2025-09,35,14,7,1,28689
UAE_243,2025-10,46,18,9,1,15994
UAE_243,2025-11,24,9,4,1,19812
UAE_243,2025-12,16,6,3,1,7442
UAE_244,2023-01,48,19,9,1,25850
UAE_244,2023-02,42,16,8,1,24655
UAE_244,2023-03,83,33,16,1,86581
UAE_244,2023-04,25,10,5,1,17961
UAE_244,2023-05,49,19,9,1,62371
UAE_244,2023-06,25,10,5,1,41877
UAE_244,2023-07,91,36,18,2,98760
UAE_244,2023-08,31,12,6,1,34816
UAE_244,2023-09,101,40,20,3,122450
UAE_244,2023-10,77,30,15,1,79372
UAE_244,2023-11,41,16,8,1,47227
UAE_244,2023-12,44,17,8,1,43021
UAE_244,2024-01,49,19,9,1,76987
UAE_244,2024-02,21,8,4,1,17895
UAE_244,2024-03,51,20,10,1,78668
UAE_244,2024-04,127,50,25,4,125744
UAE_244,2024-05,36,14,7,1,26026
UAE_244,2024-06,92,36,18,3,144336
UAE_244,2024-07,76,30,15,2,64923
UAE_244,2024-08,29,11,5,1,28320
UAE_244,2024-09,103,41,20,2,161682
UAE_244,2024-10,58,23,11,2,72744
UAE_244,2024-11,71,28,14,2,78853
UAE_244,2024-12,71,28,14,2,75123
UAE_244,2025-01,48,19,9,1,79553
UAE_244,2025-02,68,27,13,1,84981
UAE_244,2025-03,47,18,9,1,19870
UAE_244,2025-04,33,13,6,1,37023
UAE_244,2025-05,57,22,11,1,46036
UAE_244,2025-06,45,18,9,1,45968
UAE_244,2025-07,40,16,8,1,29138
UAE_244,2025-08,79,31,15,3,35852
UAE_244,2025-09,46,18,9,1,73270
UAE_244,2025-10,70,28,14,1,105093
UAE_244,2025-11,45,18,9,1,39809
UAE_244,2025-12,54,21,10,1,37085
UAE_245,2023-01,47,18,9,1,26803
UAE_245,2023-02,33,13,6,1,17238
UAE_245,2023-03,57,22,11,1,50367
UAE_245,2023-04,36,14,7,1,26834
UAE_245,2023-05,49,19,9,1,38468
UAE_245,2023-06,13,5,2,1,8588
UAE_245,2023-07,60,24,12,1,59005
UAE_245,2023-08,41,16,8,1,22046
UAE_245,2023-09,27,10,5,1,29528
UAE_245,2023-10,16,6,3,1,17544
UAE_245,2023-11,77,30,15,3,62232
UAE_245,2023-12,42,16,8,1,47351
UAE_245,2024-01,29,11,5,1,9406
UAE_245,2024-02,36,14,7,1,20992
UAE_245,2024-03,52,20,10,1,19050
UAE_245,2024-04,77,30,15,1,35025
UAE_245,2024-05,61,24,12,1,33624
UAE_245,2024-06,35,14,7,1,14886
UAE_245,2024-07,20,8,4,1,17718
UAE_245,2024-08,77,30,15,2,44054
UAE_245,2024-09,19,7,3,1,8942
UAE_245,2024-10,78,31,15,2,36715
UAE_245,2024-11,29,11,5,1,24936
UAE_245,2024-12,20,8,4,1,7771
UAE_245,2025-01,19,7,3,1,6132
UAE_245,2025-02,34,13,6,1,24703
UAE_245,2025-03,22,8,4,1,18391
UAE_245,2025-04,27,10,5,1,29011
UAE_245,2025-05,37,14,7,1,39949
UAE_245,2025-06,54,21,10,1,55927
UAE_245,2025-07,68,27,13,2,39850
UAE_245,2025-08,32,12,6,1,16469
UAE_245,2025-09,51,20,10,1,50260
UAE_245,2025-10,46,18,9,1,23680
UAE_245,2025-11,22,8,4,1,9975
UAE_245,2025-12,29,11,5,1,27565
UAE_246,2023-01,48,19,9,1,62794
UAE_246,2023-02,28,11,5,1,39094
UAE_246,2023-03,62,24,12,1,59650
UAE_246,2023-04,31,12,6,1,47070
UAE_246,2023-05,39,15,7,1,61251
UAE_246,2023-06,109,43,21,1,153019
UAE_246,2023-07,29,11,5,1,44153
UAE_246,2023-08,59,23,11,1,53023
UAE_246,2023-09,43,17,8,1,42289
UAE_246,2023-10,86,34,17,3,142567
UAE_246,2023-11,69,27,13,2,31220
UAE_246,2023-12,82,32,16,2,122810
UAE_246,2024-01,18,7,3,1,10607
UAE_246,2024-02,61,24,12,1,54817
UAE_246,2024-03,72,28,14,2,46773
UAE_246,2024-04,73,29,14,2,85492
UAE_246,2024-05,47,18,9,1,39630
UAE_246,2024-06,62,24,12,2,49380
UAE_246,2024-07,65,26,13,1,96670
UAE_246,2024-08,115,46,23,2,101116
UAE_246,2024-09,80,32,16,2,131545
UAE_246,2024-10,56,22,11,2,46072
UAE_246,2024-11,75,30,15,2,42737
UAE_246,2024-12,79,31,15,2,82131
UAE_246,2025-01,14,5,2,1,16615
UAE_246,2025-02,91,36,18,2,42538
UAE_246,2025-03,47,18,9,1,42417
UAE_246,2025-04,33,13,6,1,54589
UAE_246,2025-05,96,38,19,3,49580
UAE_246,2025-06,69,27,13,1,54283
UAE_246,2025-07,46,18,9,1,53829
UAE_246,2025-08,94,37,18,3,88782
UAE_246,2025-09,30,12,6,1,29071
UAE_246,2025-10,95,38,19,2,155697
UAE_246,2025-11,114,45,22,2,102211
UAE_246,2025-12,30,12,6,1,45263
UAE_247,2023-01,320,128,64,8,2553667
UAE_247,2023-02,168,67,33,4,1063453
UAE_247,2023-03,420,168,84,10,2491792
UAE_247,2023-04,603,241,120,22,2297243
UAE_247,2023-05,405,162,81,11,1345307
UAE_247,2023-06,330,132,66,12,1009668
UAE_247,2023-07,625,250,125,24,4014840
UAE_247,2023-08,150,60,30,5,1085865
UAE_247,2023-09,277,110,55,9,817842
UAE_247,2023-10,78,31,15,1,274507
UAE_247,2023-11,348,139,69,5,2987025
UAE_247,2023-12,179,71,35,6,945886
UAE_247,2024-01,316,126,63,7,1038757
UAE_247,2024-02,207,82,41,6,902692
UAE_247,2024-03,98,39,19,1,395807
UAE_247,2024-04,561,224,112,21,3368386
UAE_247,2024-05,182,72,36,6,747110
UAE_247,2024-06,265,106,53,8,2306668
UAE_247,2024-07,431,172,86,6,2276788
UAE_247,2024-08,134,53,26,4,588625
UAE_247,2024-09,231,92,46,6,1664176
UAE_247,2024-10,396,158,79,13,2645373
UAE_247,2024-11,192,76,38,6,1354754
UAE_247,2024-12,175,70,35,3,1368320
UAE_247,2025-01,391,156,78,15,1809158
UAE_247,2025-02,324,129,64,6,1504140
UAE_247,2025-03,530,212,106,13,3025265
UAE_247,2025-04,179,71,35,3,1478755
UAE_247,2025-05,283,113,56,4,2475685
UAE_247,2025-06,294,117,58,11,1940728
UAE_247,2025-07,424,169,84,13,3636214
UAE_247,2025-08,164,65,32,5,974755
UAE_247,2025-09,175,70,35,6,1326053
UAE_247,2025-10,414,165,82,7,1276543
UAE_247,2025-11,118,47,23,3,353234
UAE_247,2025-12,236,94,47,5,712737
UAE_248,2023-01,45,18,9,1,49385
UAE_248,2023-02,12,4,2,1,7268
UAE_248,2023-03,72,28,14,1,76515
UAE_248,2023-04,29,11,5,1,11754
UAE_248,2023-05,14,5,2,1,6971
UAE_248,2023-06,39,15,7,1,21857
UAE_248,2023-07,87,34,17,3,66060
UAE_248,2023-08,24,9,4,1,21122
UAE_248,2023-09,68,27,13,2,63708
UAE_248,2023-10,60,24,12,2,40518
UAE_248,2023-11,10,4,2,1,11140
UAE_248,2023-12,44,17,8,1,40112
UAE_248,2024-01,33,13,6,1,35416
UAE_248,2024-02,25,10,5,1,18503
UAE_248,2024-03,51,20,10,1,50237
UAE_248,2024-04,15,6,3,1,8090
UAE_248,2024-05,108,43,21,2,39223
UAE_248,2024-06,21,8,4,1,15435
UAE_248,2024-07,77,30,15,1,74981
UAE_248,2024-08,42,16,8,1,19328
UAE_248,2024-09,75,30,15,2,84171
UAE_248,2024-10,11,4,2,1,7825
UAE_248,2024-11,35,14,7,1,25543
UAE_248,2024-12,47,18,9,1,27818
UAE_248,2025-01,25,10,5,1,24751
UAE_248,2025-02,23,9,4,1,11302
UAE_248,2025-03,26,10,5,1,22864
UAE_248,2025-04,49,19,9,1,40206
UAE_248,2025-05,22,8,4,1,12007
UAE_248,2025-06,52,20,10,1,23961
UAE_248,2025-07,79,31,15,2,84619
UAE_248,2025-08,42,16,8,1,36137
UAE_248,2025-09,50,20,10,1,58947
UAE_248,2025-10,55,22,11,1,57948
UAE_248,2025-11,44,17,8,1,36027
UAE_248,2025-12,65,26,13,1,55854
UAE_249,2023-01,39,15,7,1,42105
UAE_249,2023-02,16,6,3,1,16515
UAE_249,2023-03,52,20,10,1,31407
UAE_249,2023-04,42,16,8,1,31892
UAE_249,2023-05,22,8,4,1,9354
UAE_249,2023-06,71,28,14,1,83756
UAE_249,2023-07,59,23,11,1,31372
UAE_249,2023-08,34,13,6,1,28602
UAE_249,2023-09,68,27,13,2,27936
UAE_249,2023-10,84,33,16,2,55514
UAE_249,2023-11,15,6,3,1,12158
UAE_249,2023-12,35,14,7,1,17893
UAE_249,2024-01,54,21,10,1,38937
UAE_249,2024-02,27,10,5,1,14055
UAE_249,2024-03,51,20,10,1,23988
UAE_249,2024-04,19,7,3,1,5658
UAE_249,2024-05,27,10,5,1,28539
UAE_249,2024-06,95,38,19,2,46691
UAE_249,2024-07,67,26,13,2,24168
UAE_249,2024-08,64,25,12,1,73109
UAE_249,2024-09,37,14,7,1,21848
UAE_249,2024-10,20,8,4,1,15164
UAE_249,2024-11,53,21,10,1,19612
UAE_249,2024-12,34,13,6,1,20550
UAE_249,2025-01,12,4,2,1,6320
UAE_249,2025-02,47,18,9,1,28619
UAE_249,2025-03,26,10,5,1,28529
UAE_249,2025-04,69,27,13,1,21877
UAE_249,2025-05,36,14,7,1,15817
UAE_249,2025-06,26,10,5,1,20795
UAE_249,2025-07,68,27,13,2,21031
UAE_249,2025-08,19,7,3,1,17420
UAE_249,2025-09,62,24,12,1,64808
UAE_249,2025-10,28,11,5,1,24436
UAE_249,2025-11,42,16,8,1,31884
UAE_249,2025-12,21,8,4,1,15262
UAE_250,2023-01,72,28,14,1,67498
UAE_250,2023-02,29,11,5,1,10670
UAE_250,2023-03,13,5,2,1,12222
UAE_250,2023-04,47,18,9,1,24575
UAE_250,2023-05,41,16,8,1,39907
UAE_250,2023-06,63,25,12,2,38918
UAE_250,2023-07,65,26,13,1,42719
UAE_250,2023-08,76,30,15,1,25121
UAE_250,2023-09,47,18,9,1,49586
UAE_250,2023-10,38,15,7,1,24244
UAE_250,2023-11,37,14,7,1,34314
UAE_250,2023-12,13,5,2,1,6551
UAE_250,2024-01,21,8,4,1,7127
UAE_250,2024-02,62,24,12,1,64674
UAE_250,2024-03,24,9,4,1,12081
UAE_250,2024-04,60,24,12,1,19190
UAE_250,2024-05,27,10,5,1,13752
UAE_250,2024-06,31,12,6,1,32024
UAE_250,2024-07,68,27,13,1,47436
UAE_250,2024-08,60,24,12,1,59640
UAE_250,2024-09,49,19,9,1,29655
UAE_250,2024-10,27,10,5,1,16116
UAE_250,2024-11,14,5,2,1,11980
UAE_250,2024-12,37,14,7,1,29894
UAE_250,2025-01,59,23,11,2,25265
UAE_250,2025-02,51,20,10,1,23129
UAE_250,2025-03,40,16,8,1,12310
UAE_250,2025-04,76,30,15,2,82449
UAE_250,2025-05,72,28,14,1,24837
UAE_250,2025-06,52,20,10,1,24541
UAE_250,2025-07,42,16,8,1,23902
UAE_250,2025-08,43,17,8,1,50417
UAE_250,2025-09,61,24,12,2,49889
UAE_250,2025-10,22,8,4,1,9519
UAE_250,2025-11,46,18,9,1,51874
UAE_250,2025-12,28,11,5,1,22322
UAE_251,2023-01,88,35,17,2,44641
UAE_251,2023-02,54,21,10,1,25248
UAE_251,2023-03,124,49,24,4,217466
UAE_251,2023-04,28,11,5,1,35656
UAE_251,2023-05,144,57,28,5,149247
UAE_251,2023-06,103,41,20,3,181301
UAE_251,2023-07,110,44,22,4,201477
UAE_251,2023-08,41,16,8,1,22854
UAE_251,2023-09,86,34,17,2,125582
UAE_251,2023-10,108,43,21,1,64164
UAE_251,2023-11,47,18,9,1,48230
UAE_251,2023-12,42,16,8,1,65250
UAE_251,2024-01,86,34,17,2,78681
UAE_251,2024-02,41,16,8,1,53632
UAE_251,2024-03,118,47,23,2,142024
UAE_251,2024-04,75,30,15,2,39145
UAE_251,2024-05,102,40,20,2,117088
UAE_251,2024-06,47,18,9,1,44863
UAE_251,2024-07,42,16,8,1,46654
UAE_251,2024-08,113,45,22,3,55331
UAE_251,2024-09,123,49,24,4,85645
UAE_251,2024-10,67,26,13,1,77295
UAE_251,2024-11,54,21,10,1,49470
UAE_251,2024-12,17,6,3,1,11353
UAE_251,2025-01,72,28,14,1,72222
UAE_251,2025-02,80,32,16,2,66668
UAE_251,2025-03,13,5,2,1,20557
UAE_251,2025-04,61,24,12,1,42328
UAE_251,2025-05,153,61,30,4,85792
UAE_251,2025-06,74,29,14,2,54417
UAE_251,2025-07,57,22,11,2,31248
UAE_251,2025-08,24,9,4,1,29220
UAE_251,2025-09,68,27,13,1,32410
UAE_251,2025-10,82,32,16,2,87192
UAE_251,2025-11,111,44,22,3,92638
UAE_251,2025-12,132,52,26,3,168281
UAE_252,2023-01,22,8,4,1,24671
UAE_252,2023-02,38,15,7,1,72709
UAE_252,2023-03,170,68,34,4,246360
UAE_252,2023-04,81,32,16,2,156903
UAE_252,2023-05,91,36,18,1,189882
UAE_252,2023-06,41,16,8,1,84301
UAE_252,2023-07,91,36,18,3,187061
UAE_252,2023-08,105,42,21,2,121342
UAE_252,2023-09,76,30,15,1,40908
UAE_252,2023-10,89,35,17,1,100374
UAE_252,2023-11,32,12,6,1,46484
UAE_252,2023-12,21,8,4,1,32670
UAE_252,2024-01,68,27,13,2,108953
UAE_252,2024-02,32,12,6,1,51985
UAE_252,2024-03,65,26,13,2,93189
UAE_252,2024-04,43,17,8,1,70608
UAE_252,2024-05,69,27,13,2,134281
UAE_252,2024-06,136,54,27,4,179965
UAE_252,2024-07,150,60,30,3,276316
UAE_252,2024-08,195,78,39,4,312041
UAE_252,2024-09,66,26,13,1,79492
UAE_252,2024-10,70,28,14,2,63727
UAE_252,2024-11,75,30,15,1,141724
UAE_252,2024-12,169,67,33,6,360822
UAE_252,2025-01,54,21,10,1,96509
UAE_252,2025-02,85,34,17,1,166705
UAE_252,2025-03,95,38,19,2,133478
UAE_252,2025-04,77,30,15,1,51283
UAE_252,2025-05,79,31,15,1,62600
UAE_252,2025-06,59,23,11,1,39255
UAE_252,2025-07,91,36,18,3,168221
UAE_252,2025-08,78,31,15,2,82116
UAE_252,2025-09,187,74,37,3,374378
UAE_252,2025-10,47,18,9,1,70424
UAE_252,2025-11,65,26,13,1,128084
UAE_252,2025-12,27,10,5,1,27071
UAE_253,2023-01,52,20,10,1,51762
UAE_253,2023-02,50,20,10,1,22762
UAE_253,2023-03,93,37,18,3,122066
UAE_253,2023-04,64,25,12,1,64238
UAE_253,2023-05,35,14,7,1,15639
UAE_253,2023-06,26,10,5,1,9376
UAE_253,2023-07,79,31,15,2,31191
UAE_253,2023-08,85,34,17,1,113905
UAE_253,2023-09,84,33,16,2,99128
UAE_253,2023-10,46,18,9,1,17408
UAE_253,2023-11,106,42,21,2,99643
UAE_253,2023-12,26,10,5,1,35564
UAE_253,2024-01,68,27,13,1,44719
UAE_253,2024-02,54,21,10,1,53696
UAE_253,2024-03,39,15,7,1,45326
UAE_253,2024-04,41,16,8,1,24156
UAE_253,2024-05,77,30,15,3,44560
UAE_253,2024-06,17,6,3,1,15151
UAE_253,2024-07,21,8,4,1,7633
UAE_253,2024-08,55,22,11,1,51649
UAE_253,2024-09,42,16,8,1,21747
UAE_253,2024-10,23,9,4,1,25541
UAE_253,2024-11,31,12,6,1,12678
UAE_253,2024-12,58,23,11,1,51495
UAE_253,2025-01,16,6,3,1,8893
UAE_253,2025-02,29,11,5,1,22497
UAE_253,2025-03,38,15,7,1,43918
UAE_253,2025-04,77,30,15,2,101671
UAE_253,2025-05,36,14,7,1,22577
UAE_253,2025-06,95,38,19,2,80184
UAE_253,2025-07,23,9,4,1,19772
UAE_253,2025-08,70,28,14,1,94820
UAE_253,2025-09,28,11,5,1,24028
UAE_253,2025-10,54,21,10,1,65143
UAE_253,2025-11,82,32,16,1,82318
UAE_253,2025-12,53,21,10,1,54799
UAE_254,2023-01,101,40,20,3,598151
UAE_254,2023-02,176,70,35,3,1038496
UAE_254,2023-03,321,128,64,11,825219
UAE_254,2023-04,374,149,74,12,1929080
UAE_254,2023-05,279,111,55,7,1325266
UAE_254,2023-06,576,230,115,9,1602681
UAE_254,2023-07,277,110,55,8,877783
UAE_254,2023-08,199,79,39,7,1092667
UAE_254,2023-09,261,104,52,4,943519
UAE_254,2023-10,265,106,53,7,1007599
UAE_254,2023-11,127,50,25,3,223573
UAE_254,2023-12,337,134,67,8,1365752
UAE_254,2024-01,191,76,38,7,524312
UAE_254,2024-02,376,150,75,10,1020937
UAE_254,2024-03,166,66,33,5,465847
UAE_254,2024-04,420,168,84,15,2016989
UAE_254,2024-05,330,132,66,7,875157
UAE_254,2024-06,312,124,62,7,742829
UAE_254,2024-07,239,95,47,7,1082351
UAE_254,2024-08,321,128,64,12,1415763
UAE_254,2024-09,388,155,77,10,2100253
UAE_254,2024-10,482,192,96,12,950323
UAE_254,2024-11,319,127,63,10,1601428
UAE_254,2024-12,106,42,21,2,656415
UAE_254,2025-01,176,70,35,6,817125
UAE_254,2025-02,217,86,43,6,891211
UAE_254,2025-03,83,33,16,2,453357
UAE_254,2025-04,475,190,95,14,2966766
UAE_254,2025-05,95,38,19,3,390828
UAE_254,2025-06,298,119,59,7,951762
UAE_254,2025-07,243,97,48,4,656815
UAE_254,2025-08,107,42,21,2,595231
UAE_254,2025-09,455,182,91,17,2057914
UAE_254,2025-10,165,66,33,5,649804
UAE_254,2025-11,292,116,58,7,1141689
UAE_254,2025-12,298,119,59,11,1114111
UAE_255,2023-01,50,20,10,1,31739
UAE_255,2023-02,31,12,6,1,10590
UAE_255,2023-03,63,25,12,1,27536
UAE_255,2023-04,41,16,8,1,20236
UAE_255,2023-05,40,16,8,1,22011
UAE_255,2023-06,20,8,4,1,11597
UAE_255,2023-07,29,11,5,1,22850
UAE_255,2023-08,39,15,7,1,18524
UAE_255,2023-09,49,19,9,1,25861
UAE_255,2023-10,55,22,11,1,52438
UAE_255,2023-11,23,9,4,1,8874
UAE_255,2023-12,43,17,8,1,34563
UAE_255,2024-01,30,12,6,1,23895
UAE_255,2024-02,38,15,7,1,40414
UAE_255,2024-03,38,15,7,1,33940
UAE_255,2024-04,57,22,11,1,62655
UAE_255,2024-05,82,32,16,3,89749
UAE_255,2024-06,24,9,4,1,8237
UAE_255,2024-07,20,8,4,1,20614
UAE_255,2024-08,20,8,4,1,12928
UAE_255,2024-09,52,20,10,1,54715
UAE_255,2024-10,35,14,7,1,11471
UAE_255,2024-11,38,15,7,1,21035
UAE_255,2024-12,16,6,3,1,6039
UAE_255,2025-01,40,16,8,1,15786
UAE_255,2025-02,35,14,7,1,33151
UAE_255,2025-03,77,30,15,2,63330
UAE_255,2025-04,82,32,16,3,42776
UAE_255,2025-05,45,18,9,1,24667
UAE_255,2025-06,38,15,7,1,17249
UAE_255,2025-07,49,19,9,1,38934
UAE_255,2025-08,72,28,14,1,82028
UAE_255,2025-09,14,5,2,1,12649
UAE_255,2025-10,81,32,16,1,91745
UAE_255,2025-11,54,21,10,1,45368
UAE_255,2025-12,45,18,9,1,34050
UAE_256,2023-01,126,50,25,2,123360
UAE_256,2023-02,80,32,16,2,159618
UAE_256,2023-03,53,21,10,1,77883
UAE_256,2023-04,90,36,18,2,54133
UAE_256,2023-05,69,27,13,2,61842
UAE_256,2023-06,107,42,21,4,186295
UAE_256,2023-07,132,52,26,3,246906
UAE_256,2023-08,80,32,16,1,127869
UAE_256,2023-09,164,65,32,4,149496
UAE_256,2023-10,15,6,3,1,13304
UAE_256,2023-11,75,30,15,2,107086
UAE_256,2023-12,96,38,19,2,204760
UAE_256,2024-01,127,50,25,4,118286
UAE_256,2024-02,67,26,13,1,108187
UAE_256,2024-03,46,18,9,1,45495
UAE_256,2024-04,88,35,17,2,183826
UAE_256,2024-05,103,41,20,2,124598
UAE_256,2024-06,96,38,19,1,77909
UAE_256,2024-07,58,23,11,1,82116
UAE_256,2024-08,219,87,43,8,320186
UAE_256,2024-09,116,46,23,4,237790
UAE_256,2024-10,76,30,15,1,42822
UAE_256,2024-11,55,22,11,2,80622
UAE_256,2024-12,44,17,8,1,26538
UAE_256,2025-01,81,32,16,2,113557
UAE_256,2025-02,46,18,9,1,81157
UAE_256,2025-03,86,34,17,1,90380
UAE_256,2025-04,62,24,12,1,51145
UAE_256,2025-05,59,23,11,2,36287
UAE_256,2025-06,50,20,10,1,106989
UAE_256,2025-07,64,25,12,1,98411
UAE_256,2025-08,30,12,6,1,21291
UAE_256,2025-09,34,13,6,1,40271
UAE_256,2025-10,86,34,17,2,63570
UAE_256,2025-11,20,8,4,1,27359
UAE_256,2025-12,36,14,7,1,31107
UAE_257,2023-01,691,276,138,15,9163567
UAE_257,2023-02,487,194,97,15,4243759
UAE_257,2023-03,747,298,149,18,10960329
UAE_257,2023-04,955,382,191,25,12995521
UAE_257,2023-05,1000,400,200,18,26713220
UAE_257,2023-06,1244,497,248,41,15639605
UAE_257,2023-07,1082,432,216,26,9839728
UAE_257,2023-08,622,248,124,22,5980299
UAE_257,2023-09,1173,469,234,23,23192898
UAE_257,2023-10,636,254,127,23,14339704
UAE_257,2023-11,390,156,78,12,9759402
UAE_257,2023-12,331,132,66,12,6189514
UAE_257,2024-01,605,242,121,18,14533556
UAE_257,2024-02,531,212,106,15,8990279
UAE_257,2024-03,405,162,81,7,9208779
UAE_257,2024-04,1777,710,355,30,16704397
UAE_257,2024-05,2370,948,474,84,47025976
UAE_257,2024-06,590,236,118,19,11223546
UAE_257,2024-07,903,361,180,14,14403603
UAE_257,2024-08,441,176,88,13,7804047
UAE_257,2024-09,1936,774,387,51,44681959
UAE_257,2024-10,833,333,166,33,21131833
UAE_257,2024-11,847,338,169,16,9245229
UAE_257,2024-12,1024,409,204,21,21261963
UAE_257,2025-01,402,160,80,11,2999817
UAE_257,2025-02,731,292,146,23,6866610
UAE_257,2025-03,1617,646,323,64,39622849
UAE_257,2025-04,501,200,100,12,9037480
UAE_257,2025-05,2208,883,441,69,47267431
UAE_257,2025-06,1422,568,284,33,20804965
UAE_257,2025-07,341,136,68,9,3456391
UAE_257,2025-08,1100,440,220,38,21621028
UAE_257,2025-09,1349,539,269,32,24168016
UAE_257,2025-10,1461,584,292,52,31905566
UAE_257,2025-11,346,138,69,8,2557028
UAE_257,2025-12,1288,515,257,45,13605352
UAE_258,2023-01,33,13,6,1,32159
UAE_258,2023-02,43,17,8,1,33535
UAE_258,2023-03,56,22,11,2,41480
UAE_258,2023-04,52,20,10,1,17628
UAE_258,2023-05,47,18,9,1,32886
UAE_258,2023-06,34,13,6,1,26960
UAE_258,2023-07,33,13,6,1,36383
UAE_258,2023-08,89,35,17,1,91838
UAE_258,2023-09,76,30,15,2,32532
UAE_258,2023-10,40,16,8,1,42294
UAE_258,2023-11,27,10,5,1,12838
UAE_258,2023-12,10,4,2,1,11969
UAE_258,2024-01,37,14,7,1,32503
UAE_258,2024-02,40,16,8,1,19978
UAE_258,2024-03,21,8,4,1,16696
UAE_258,2024-04,68,27,13,1,34402
UAE_258,2024-05,55,22,11,1,65737
UAE_258,2024-06,48,19,9,1,50984
UAE_258,2024-07,21,8,4,1,23190
UAE_258,2024-08,84,33,16,1,93798
UAE_258,2024-09,97,38,19,2,34220
UAE_258,2024-10,77,30,15,1,43886
UAE_258,2024-11,47,18,9,1,15899
UAE_258,2024-12,56,22,11,1,65286
UAE_258,2025-01,21,8,4,1,21402
UAE_258,2025-02,52,20,10,1,38357
UAE_258,2025-03,50,20,10,1,19941
UAE_258,2025-04,12,4,2,1,5461
UAE_258,2025-05,23,9,4,1,18873
UAE_258,2025-06,68,27,13,2,62902
UAE_258,2025-07,44,17,8,1,44595
UAE_258,2025-08,72,28,14,2,62612
UAE_258,2025-09,67,26,13,2,50769
UAE_258,2025-10,90,36,18,3,87062
UAE_258,2025-11,54,21,10,1,16114
UAE_258,2025-12,35,14,7,1,28144
UAE_259,2023-01,179,71,35,3,410056
UAE_259,2023-02,151,60,30,4,529099
UAE_259,2023-03,47,18,9,1,124908
UAE_259,2023-04,136,54,27,3,226309
UAE_259,2023-05,81,32,16,2,134566
UAE_259,2023-06,218,87,43,4,321021
UAE_259,2023-07,183,73,36,6,316052
UAE_259,2023-08,105,42,21,2,396373
UAE_259,2023-09,82,32,16,2,291895
UAE_259,2023-10,187,74,37,3,530202
UAE_259,2023-11,125,50,25,2,130797
UAE_259,2023-12,100,40,20,3,300795
UAE_259,2024-01,108,43,21,3,327144
UAE_259,2024-02,41,16,8,1,98023
UAE_259,2024-03,139,55,27,4,315478
UAE_259,2024-04,88,35,17,1,143398
UAE_259,2024-05,112,44,22,2,285343
UAE_259,2024-06,111,44,22,3,365458
UAE_259,2024-07,130,52,26,3,307156
UAE_259,2024-08,197,78,39,4,289265
UAE_259,2024-09,87,34,17,1,120914
UAE_259,2024-10,177,70,35,6,655889
UAE_259,2024-11,107,42,21,1,112402
UAE_259,2024-12,46,18,9,1,44360
UAE_259,2025-01,136,54,27,3,311146
UAE_259,2025-02,165,66,33,5,253692
UAE_259,2025-03,199,79,39,4,231055
UAE_259,2025-04,64,25,12,2,135978
UAE_259,2025-05,119,47,23,2,297689
UAE_259,2025-06,113,45,22,2,333882
UAE_259,2025-07,138,55,27,2,225214
UAE_259,2025-08,131,52,26,3,375365
UAE_259,2025-09,116,46,23,4,394753
UAE_259,2025-10,86,34,17,1,216119
UAE_259,2025-11,57,22,11,2,157788
UAE_259,2025-12,56,22,11,1,179453
UAE_260,2023-01,41,16,8,1,30974
UAE_260,2023-02,59,23,11,1,59332
UAE_260,2023-03,26,10,5,1,28966
UAE_260,2023-04,26,10,5,1,15365
UAE_260,2023-05,25,10,5,1,23720
UAE_260,2023-06,18,7,3,1,8753
UAE_260,2023-07,21,8,4,1,10759
UAE_260,2023-08,69,27,13,2,54942
UAE_260,2023-09,19,7,3,1,18623
UAE_260,2023-10,37,14,7,1,16413
UAE_260,2023-11,63,25,12,2,20951
UAE_260,2023-12,51,20,10,1,57911
UAE_260,2024-01,27,10,5,1,24215
UAE_260,2024-02,30,12,6,1,20222
UAE_260,2024-03,51,20,10,1,38767
UAE_260,2024-04,52,20,10,1,28053
UAE_260,2024-05,29,11,5,1,15401
UAE_260,2024-06,56,22,11,1,63067
UAE_260,2024-07,15,6,3,1,6559
UAE_260,2024-08,40,16,8,1,24904
UAE_260,2024-09,78,31,15,1,64671
UAE_260,2024-10,22,8,4,1,23284
UAE_260,2024-11,36,14,7,1,30894
UAE_260,2024-12,28,11,5,1,16296
UAE_260,2025-01,13,5,2,1,8623
UAE_260,2025-02,16,6,3,1,11464
UAE_260,2025-03,22,8,4,1,7113
UAE_260,2025-04,47,18,9,1,46276
UAE_260,2025-05,80,32,16,2,50928
UAE_260,2025-06,34,13,6,1,26002
UAE_260,2025-07,47,18,9,1,53338
UAE_260,2025-08,44,17,8,1,27350
UAE_260,2025-09,57,22,11,1,26557
UAE_260,2025-10,41,16,8,1,13558
UAE_260,2025-11,24,9,4,1,24289
UAE_260,2025-12,22,8,4,1,6539
UAE_261,2023-01,21,8,4,1,10648
UAE_261,2023-02,23,9,4,1,13103
UAE_261,2023-03,27,10,5,1,17373
UAE_261,2023-04,45,18,9,1,47466
UAE_261,2023-05,53,21,10,1,33290
UAE_261,2023-06,122,48,24,3,72861
UAE_261,2023-07,42,16,8,1,12629
UAE_261,2023-08,11,4,2,1,6974
UAE_261,2023-09,59,23,11,1,61364
UAE_261,2023-10,37,14,7,1,14735
UAE_261,2023-11,15,6,3,1,13282
