business_id,month,target_revenue,actual_revenue,target_profit,actual_profit,variance
UAE_226,2024-06,11313,11386,-19435,-22061,0.65
UAE_226,2024-07,63103,59173,-15864,-17325,-6.23
UAE_226,2024-08,62775,63813,-2738,-3163,1.65
UAE_226,2024-09,19888,20301,-8280,-9623,2.08
UAE_226,2024-10,40342,43586,1370,1208,8.04
UAE_226,2024-11,9062,8341,-7908,-8740,-7.96
UAE_226,2024-12,16151,17728,-3634,-3584,9.76
UAE_226,2025-01,24877,23707,-11193,-12172,-4.7
UAE_226,2025-02,14474,13648,-6056,-5619,-5.71
UAE_226,2025-03,13994,15041,-9726,-11148,7.48
UAE_226,2025-04,20243,21657,-10292,-12075,6.99
UAE_226,2025-05,16796,16187,-24134,-21200,-3.63
UAE_226,2025-06,27662,26416,-13805,-12581,-4.5
UAE_226,2025-07,51727,56485,-5886,-6429,9.2
UAE_226,2025-08,56639,53869,-8661,-7616,-4.89
UAE_226,2025-09,46941,43034,-11036,-11912,-8.32
UAE_226,2025-10,19016,18289,-10169,-9422,-3.82
UAE_226,2025-11,6741,7361,-5050,-5728,9.2
UAE_226,2025-12,5747,6271,-3951,-4242,9.12
UAE_227,2023-01,24305,24834,-14073,-13464,2.18
UAE_227,2023-02,29243,29175,-6002,-6799,-0.23
UAE_227,2023-03,72068,67837,5981,5417,-5.87
UAE_227,2023-04,40463,43404,-2064,-2300,7.27
UAE_227,2023-05,152875,151518,1213,1232,-0.89
UAE_227,2023-06,138271,131743,8428,7768,-4.72
UAE_227,2023-07,185310,192718,27077,28810,4.0
UAE_227,2023-08,86144,90176,-2796,-2452,4.68
UAE_227,2023-09,66266,64646,-839,-921,-2.44
UAE_227,2023-10,61368,64032,10687,9344,4.34
UAE_227,2023-11,58067,60415,-14935,-16310,4.04
UAE_227,2023-12,124752,129546,9957,9255,3.84
UAE_227,2024-01,28427,30733,-16433,-15889,8.11
UAE_227,2024-02,37529,36627,-7902,-8304,-2.4
UAE_227,2024-03,23676,22945,-4362,-3806,-3.09
UAE_227,2024-04,23771,22334,-3302,-3695,-6.05
UAE_227,2024-05,53366,51360,-6575,-7651,-3.76
UAE_227,2024-06,16257,17105,-17849,-19358,5.22
UAE_227,2024-07,52314,57613,-9296,-9911,10.13
UAE_227,2024-08,25579,23556,-9943,-9357,-7.91
UAE_227,2024-09,82426,82289,-8376,-9791,-0.17
UAE_227,2024-10,139150,129264,10555,10950,-7.1
UAE_227,2024-11,21654,20112,-5795,-5404,-7.12
UAE_227,2024-12,50499,53568,-12457,-11007,6.08
UAE_227,2025-01,60276,56319,-1271,-1247,-6.56
UAE_227,2025-02,48365,50590,-4818,-4847,4.6
UAE_227,2025-03,176714,183592,12200,13842,3.89
UAE_227,2025-04,71925,79186,-6962,-7990,10.1
UAE_227,2025-05,18562,17440,-4326,-3959,-6.04
UAE_227,2025-06,66296,64302,-10788,-10074,-3.01
UAE_227,2025-07,22179,23075,-5988,-6277,4.04
UAE_227,2025-08,44386,42759,-19731,-20019,-3.67
UAE_227,2025-09,45052,41207,-2431,-2626,-8.53
UAE_227,2025-10,16003,15216,-3544,-3345,-4.92
UAE_227,2025-11,37136,40032,-24408,-23879,7.8
UAE_227,2025-12,10267,9760,-20037,-21056,-4.94
UAE_228,2023-01,2001,2028,-6437,-6426,1.35
UAE_228,2023-02,2559,2470,-9293,-8366,-3.48
UAE_228,2023-03,3823,4164,-10249,-9624,8.92
UAE_228,2023-04,1693,1646,-9820,-10867,-2.78
UAE_228,2023-05,21016,21496,-8436,-8500,2.28
UAE_228,2023-06,10900,11425,-3702,-4257,4.82
UAE_228,2023-07,10169,9438,-6385,-5911,-7.19
UAE_228,2023-08,6339,6670,-7254,-7946,5.22
UAE_228,2023-09,17450,16013,-7692,-7968,-8.23
UAE_228,2023-10,4420,4316,-1738,-2035,-2.35
UAE_228,2023-11,3593,3921,-7623,-7316,9.13
UAE_228,2023-12,3582,3632,-6772,-7318,1.4
UAE_228,2024-01,2196,2366,-1561,-1806,7.74
UAE_228,2024-02,5461,5031,-6387,-6007,-7.87
UAE_228,2024-03,2381,2321,-6156,-5494,-2.52
UAE_228,2024-04,18915,20440,-4406,-5098,8.06
UAE_228,2024-05,21021,20515,-8260,-7228,-2.41
UAE_228,2024-06,3270,3592,-4238,-4366,9.85
UAE_228,2024-07,31225,30353,-3741,-4100,-2.79
UAE_228,2024-08,8454,7777,-10462,-9175,-8.01
UAE_228,2024-09,17610,19378,-6326,-5884,10.04
UAE_228,2024-10,8895,8660,-10134,-10877,-2.64
UAE_228,2024-11,6053,5903,-10692,-9801,-2.48
UAE_228,2024-12,4932,4740,-1347,-1350,-3.89
UAE_228,2025-01,5560,5923,-8632,-8953,6.53
UAE_228,2025-02,4357,4401,-8837,-8203,1.01
UAE_228,2025-03,4719,4856,-8231,-7674,2.9
UAE_228,2025-04,5288,5541,-2401,-2205,4.78
UAE_228,2025-05,2336,2510,-4821,-4673,7.45
UAE_228,2025-06,32610,34903,-2368,-2396,7.03
UAE_228,2025-07,2480,2641,-9461,-10060,6.49
UAE_228,2025-08,2904,3042,-7687,-8195,4.75
UAE_228,2025-09,11048,11099,-12062,-11115,0.46
UAE_228,2025-10,6253,5705,-7347,-8038,-8.76
UAE_228,2025-11,10013,10363,-7743,-6933,3.5
UAE_228,2025-12,8393,8641,-7406,-7862,2.95
UAE_229,2023-01,2285,2084,-5291,-4938,-8.8
UAE_229,2023-02,6129,5572,-8058,-7932,-9.09
UAE_229,2023-03,4669,4666,-5822,-5243,-0.06
UAE_229,2023-04,1650,1806,-4374,-4151,9.45
UAE_229,2023-05,4315,4014,-11526,-12396,-6.98
UAE_229,2023-06,10593,10913,-9031,-8907,3.02
UAE_229,2023-07,1973,2002,-4802,-5078,1.47
UAE_229,2023-08,4256,4353,-4330,-3841,2.28
UAE_229,2023-09,5255,5598,-8819,-9555,6.53
UAE_229,2023-10,3771,3921,-10223,-9123,3.98
UAE_229,2023-11,1396,1299,-3324,-3806,-6.95
UAE_229,2023-12,2346,2225,-5182,-4836,-5.16
UAE_229,2024-01,3388,3178,-5057,-4900,-6.2
UAE_229,2024-02,3183,3166,-9779,-9530,-0.53
UAE_229,2024-03,2414,2366,-6140,-6016,-1.99
UAE_229,2024-04,7559,6991,-7261,-6449,-7.51
UAE_229,2024-05,5376,5030,-8308,-9134,-6.44
UAE_229,2024-06,3185,3284,-6791,-7232,3.11
UAE_229,2024-07,23794,25414,-7735,-7846,6.81
UAE_229,2024-08,11893,11884,-9079,-9797,-0.08
UAE_229,2024-09,2215,2093,-4483,-4012,-5.51
UAE_229,2024-10,6641,7077,-8838,-8062,6.57
UAE_229,2024-11,3737,3662,-7020,-7183,-2.01
UAE_229,2024-12,4544,4266,-4763,-5247,-6.12
UAE_229,2025-01,1947,1958,-2447,-2802,0.56
UAE_229,2025-02,3974,4311,-10051,-8825,8.48
UAE_229,2025-03,4897,4910,-8789,-7778,0.27
UAE_229,2025-04,2395,2356,-8034,-8496,-1.63
UAE_229,2025-05,11182,11698,-7338,-7088,4.61
UAE_229,2025-06,9003,9974,-8164,-9580,10.79
UAE_229,2025-07,4321,4154,-8581,-8810,-3.86
UAE_229,2025-08,3700,4067,-10109,-8936,9.92
UAE_229,2025-09,6710,6173,-8377,-8442,-8.0
UAE_229,2025-10,4754,4632,-3884,-4466,-2.57
UAE_229,2025-11,2715,2579,-7227,-7161,-5.01
UAE_229,2025-12,21608,22327,-4257,-4759,3.33
UAE_230,2023-01,990,1038,-2760,-2517,4.85
UAE_230,2023-02,3419,3508,-6164,-6848,2.6
UAE_230,2023-03,1659,1539,-3023,-2946,-7.23
UAE_230,2023-04,1468,1366,-8201,-8391,-6.95
UAE_230,2023-05,2412,2631,-1517,-1708,9.08
UAE_230,2023-06,2482,2473,-2427,-2235,-0.36
UAE_230,2023-07,3472,3314,-3014,-2729,-4.55
UAE_230,2023-08,18875,20015,-6908,-7395,6.04
UAE_230,2023-09,3559,3316,-3274,-3335,-6.83
UAE_230,2023-10,1416,1556,-5008,-5582,9.89
UAE_230,2023-11,2068,2012,-2467,-2884,-2.71
UAE_230,2023-12,1671,1674,-2947,-2663,0.18
UAE_230,2024-01,1989,1994,-7024,-6423,0.25
UAE_230,2024-02,1690,1830,-5369,-6125,8.28
UAE_230,2024-03,1946,2064,-2826,-2750,6.06
UAE_230,2024-04,2258,2076,-5452,-6378,-8.06
UAE_230,2024-05,3911,3985,-9939,-10520,1.89
UAE_230,2024-06,3485,3630,-5787,-5089,4.16
UAE_230,2024-07,3532,3258,-6445,-5945,-7.76
UAE_230,2024-08,3769,3731,-3322,-2890,-1.01
UAE_230,2024-09,3005,2872,-7130,-7698,-4.43
UAE_230,2024-10,1335,1247,-6502,-7544,-6.59
UAE_230,2024-11,7465,7196,-7759,-8435,-3.6
UAE_230,2024-12,2903,2909,-3956,-3472,0.21
UAE_230,2025-01,2877,2618,-2255,-2457,-9.0
UAE_230,2025-02,3672,3558,-2522,-2653,-3.1
UAE_230,2025-03,9680,8906,-4244,-4393,-8.0
UAE_230,2025-04,1847,1970,-3836,-3470,6.66
UAE_230,2025-05,2363,2326,-3135,-3251,-1.57
UAE_230,2025-06,10851,11482,-9572,-9691,5.82
UAE_230,2025-07,5848,5920,-7107,-8302,1.23
UAE_230,2025-08,3791,3550,-7348,-6627,-6.36
UAE_230,2025-09,8102,8039,-6539,-6713,-0.78
UAE_230,2025-10,3595,3841,-8134,-9387,6.84
UAE_230,2025-11,3313,3265,-2732,-2875,-1.45
UAE_230,2025-12,2565,2677,-3941,-3986,4.37
UAE_231,2023-01,35081,37390,-6113,-6950,6.58
UAE_231,2023-02,178742,163345,-1951,-2038,-8.61
UAE_231,2023-03,135594,124852,3006,3283,-7.92
UAE_231,2023-04,91298,87246,-5787,-5710,-4.44
UAE_231,2023-05,316848,288988,3113,3072,-8.79
UAE_231,2023-06,271392,273291,-26035,-23013,0.7
UAE_231,2023-07,109225,112438,17641,15520,2.94
UAE_231,2023-08,164165,168813,13276,13566,2.83
UAE_231,2023-09,203988,220187,26653,27732,7.94
UAE_231,2023-10,424726,395922,9081,8353,-6.78
UAE_231,2023-11,58665,62120,-8978,-9012,5.89
UAE_231,2023-12,79757,74326,-7565,-8685,-6.81
UAE_231,2024-01,135587,148109,15023,16559,9.24
UAE_231,2024-02,249769,266445,43603,46478,6.68
UAE_231,2024-03,83738,84910,-37173,-33701,1.4
UAE_231,2024-04,107250,103830,-5068,-5003,-3.19
UAE_231,2024-05,332291,334993,15947,17126,0.81
UAE_231,2024-06,153977,162824,24232,21614,5.75
UAE_231,2024-07,100148,91590,-7168,-7412,-8.55
UAE_231,2024-08,390018,354671,33726,35822,-9.06
UAE_231,2024-09,652431,646944,133473,116830,-0.84
UAE_231,2024-10,137366,142307,-9509,-10547,3.6
UAE_231,2024-11,107619,104593,-2222,-2157,-2.81
UAE_231,2024-12,372495,364129,49947,55887,-2.25
UAE_231,2025-01,244845,234752,17220,18113,-4.12
UAE_231,2025-02,29384,31532,-7289,-8382,7.31
UAE_231,2025-03,324102,331506,13531,12357,2.28
UAE_231,2025-04,475329,436084,49365,49062,-8.26
UAE_231,2025-05,587519,592359,125039,113361,0.82
UAE_231,2025-06,379681,400144,37762,36637,5.39
UAE_231,2025-07,436261,433763,128234,112254,-0.57
UAE_231,2025-08,479419,438186,50088,44199,-8.6
UAE_231,2025-09,255901,262324,39274,39961,2.51
UAE_231,2025-10,338656,359281,41880,43815,6.09
UAE_231,2025-11,379930,378137,25241,26135,-0.47
UAE_231,2025-12,166681,156243,14611,14756,-6.26
UAE_232,2023-01,2429,2411,-5032,-5333,-0.74
UAE_232,2023-02,3575,3443,-3869,-4424,-3.69
UAE_232,2023-03,1215,1255,-1587,-1653,3.29
UAE_232,2023-04,3413,3675,-6721,-6377,7.68
UAE_232,2023-05,1905,2093,-3270,-2946,9.87
UAE_232,2023-06,1760,1733,-2675,-3089,-1.53
UAE_232,2023-07,2389,2232,-5866,-5217,-6.57
UAE_232,2023-08,1393,1439,-7363,-8252,3.3
UAE_232,2023-09,969,927,-8264,-7199,-4.33
UAE_232,2023-10,1526,1589,-2587,-2965,4.13
UAE_232,2023-11,2265,2182,-2683,-3112,-3.66
UAE_232,2023-12,2869,2745,-5021,-5861,-4.32
UAE_232,2024-01,807,815,-4830,-4710,0.99
UAE_232,2024-02,2417,2496,-1371,-1387,3.27
UAE_232,2024-03,2078,1955,-2652,-2788,-5.92
UAE_232,2024-04,3441,3265,-7121,-6208,-5.11
UAE_232,2024-05,1371,1502,-3041,-3411,9.56
UAE_232,2024-06,3102,3121,-6894,-7716,0.61
UAE_232,2024-07,2227,2343,-8214,-7370,5.21
UAE_232,2024-08,3533,3763,-1407,-1285,6.51
UAE_232,2024-09,1290,1267,-6276,-5977,-1.78
UAE_232,2024-10,2075,2227,-6349,-6753,7.33
UAE_232,2024-11,2290,2401,-2350,-2727,4.85
UAE_232,2024-12,1341,1222,-4030,-3704,-8.87
UAE_232,2025-01,1338,1278,-2922,-2546,-4.48
UAE_232,2025-02,2294,2477,-4575,-4403,7.98
UAE_232,2025-03,2425,2331,-6084,-5764,-3.88
UAE_232,2025-04,1543,1457,-2037,-2176,-5.57
UAE_232,2025-05,3930,3909,-3688,-4000,-0.53
UAE_232,2025-06,1574,1580,-3168,-3329,0.38
UAE_232,2025-07,5463,6018,-5172,-5474,10.16
UAE_232,2025-08,5090,5277,-7560,-7378,3.67
UAE_232,2025-09,3737,3498,-3316,-2932,-6.4
UAE_232,2025-10,2657,2782,-4025,-4733,4.7
UAE_232,2025-11,2875,2947,-5513,-5092,2.5
UAE_232,2025-12,2881,2794,-1367,-1415,-3.02
UAE_233,2023-01,1384,1291,-5469,-5702,-6.72
UAE_233,2023-02,1496,1413,-4031,-4371,-5.55
UAE_233,2023-03,1945,1887,-1836,-1799,-2.98
UAE_233,2023-04,2517,2781,-4385,-5126,10.49
UAE_233,2023-05,1895,1864,-6009,-5818,-1.64
UAE_233,2023-06,1037,1074,-4999,-4539,3.57
UAE_233,2023-07,2528,2665,-1737,-1743,5.42
UAE_233,2023-08,4517,4780,-6057,-5931,5.82
UAE_233,2023-09,1276,1308,-6937,-7928,2.51
UAE_233,2023-10,1027,1109,-3057,-2792,7.98
UAE_233,2023-11,1973,2191,-3768,-3374,11.05
UAE_233,2023-12,1885,1803,-2442,-2152,-4.35
UAE_233,2024-01,1478,1434,-4751,-4885,-2.98
UAE_233,2024-02,1025,936,-2407,-2796,-8.68
UAE_233,2024-03,1367,1445,-3162,-3186,5.71
UAE_233,2024-04,1009,1093,-5686,-4954,8.33
UAE_233,2024-05,1740,1603,-7441,-7133,-7.87
UAE_233,2024-06,3899,3612,-2577,-2582,-7.36
UAE_233,2024-07,5478,4985,-5762,-5509,-9.0
UAE_233,2024-08,2731,2800,-7652,-8418,2.53
UAE_233,2024-09,1326,1465,-4002,-3730,10.48
UAE_233,2024-10,1023,969,-4908,-5472,-5.28
UAE_233,2024-11,1124,1210,-2683,-2486,7.65
UAE_233,2024-12,2551,2666,-6009,-5761,4.51
UAE_233,2025-01,2728,2853,-3189,-3646,4.58
UAE_233,2025-02,1014,953,-7609,-6779,-6.02
UAE_233,2025-03,1113,1108,-4444,-4858,-0.45
UAE_233,2025-04,2402,2359,-3241,-2913,-1.79
UAE_233,2025-05,1546,1694,-1557,-1481,9.57
UAE_233,2025-06,3916,4250,-815,-810,8.53
UAE_233,2025-07,3243,3548,-4747,-4258,9.4
UAE_233,2025-08,1615,1572,-5471,-5657,-2.66
UAE_233,2025-09,1370,1294,-5918,-6535,-5.55
UAE_233,2025-10,3127,3303,-4206,-4934,5.63
UAE_233,2025-11,2178,2255,-2021,-2220,3.54
UAE_233,2025-12,1468,1511,-6727,-6489,2.93
UAE_234,2023-01,19941,21130,-4509,-3986,5.96
UAE_234,2023-02,3654,3493,-15695,-14881,-4.41
UAE_234,2023-03,48600,45516,-4502,-4326,-6.35
UAE_234,2023-04,79551,77393,-15646,-16637,-2.71
UAE_234,2023-05,30406,29920,-14054,-14986,-1.6
UAE_234,2023-06,227784,247043,11261,11565,8.45
UAE_234,2023-07,50011,50607,663,624,1.19
UAE_234,2023-08,96287,91074,-20595,-19238,-5.41
UAE_234,2023-09,77373,78819,-5511,-5994,1.87
UAE_234,2023-10,77734,72773,-12243,-11677,-6.38
UAE_234,2023-11,84112,79486,-2645,-2587,-5.5
UAE_234,2023-12,43790,47332,-16963,-17326,8.09
UAE_234,2024-01,59928,63495,3467,3073,5.95
UAE_234,2024-02,31427,34038,-9663,-10153,8.31
UAE_234,2024-03,49600,54676,-7458,-8564,10.23
UAE_234,2024-04,57573,57625,-26911,-23620,0.09
UAE_234,2024-05,21390,20435,-28905,-25501,-4.46
UAE_234,2024-06,85142,91228,-19339,-18009,7.15
UAE_234,2024-07,257292,240340,21846,25140,-6.59
UAE_234,2024-08,21435,19682,-13482,-12942,-8.18
UAE_234,2024-09,14102,15393,-8216,-7312,9.15
UAE_234,2024-10,50521,53874,-9151,-8981,6.64
UAE_234,2024-11,35881,38493,-10871,-11763,7.28
UAE_234,2024-12,53899,59821,1635,1423,10.99
UAE_234,2025-01,62227,57610,-8004,-7757,-7.42
UAE_234,2025-02,46424,47626,-16280,-14520,2.59
UAE_234,2025-03,72173,66758,-828,-750,-7.5
UAE_234,2025-04,9803,9197,-6797,-6453,-6.18
UAE_234,2025-05,32141,34070,-2919,-2831,6.0
UAE_234,2025-06,111303,114459,-2608,-2905,2.84
UAE_234,2025-07,42502,39405,-1213,-1258,-7.29
UAE_234,2025-08,157169,164490,12331,13777,4.66
UAE_234,2025-09,21133,19849,-14819,-13674,-6.08
UAE_234,2025-10,30545,30916,-18448,-17206,1.21
UAE_234,2025-11,36551,40223,-22287,-20823,10.05
UAE_234,2025-12,40926,40898,-12379,-12089,-0.07
UAE_235,2023-01,2445,2455,-4965,-4793,0.41
UAE_235,2023-02,1503,1636,-5852,-5142,8.85
UAE_235,2023-03,1039,983,-4850,-4514,-5.39
UAE_235,2023-04,3204,3148,-7570,-7111,-1.75
UAE_235,2023-05,1692,1744,-4789,-4862,3.07
UAE_235,2023-06,2692,2893,-4367,-4068,7.47
UAE_235,2023-07,1524,1613,-5721,-6117,5.84
UAE_235,2023-08,1024,1013,-3751,-4313,-1.07
UAE_235,2023-09,5343,5345,-6011,-5482,0.04
UAE_235,2023-10,2202,2263,-1795,-1863,2.77
UAE_235,2023-11,1805,1991,-1785,-1828,10.3
UAE_235,2023-12,2616,2408,-2173,-1950,-7.95
UAE_235,2024-01,1077,1181,-4952,-5509,9.66
UAE_235,2024-02,2560,2425,-5808,-5476,-5.27
UAE_235,2024-03,1082,1146,-3509,-3400,5.91
UAE_235,2024-04,1580,1455,-2947,-2598,-7.91
UAE_235,2024-05,1235,1153,-2455,-2430,-6.64
UAE_235,2024-06,3099,2838,-6815,-7257,-8.42
UAE_235,2024-07,1368,1366,-3389,-3050,-0.15
UAE_235,2024-08,2811,2728,-3201,-2880,-2.95
UAE_235,2024-09,2805,3102,-3774,-3415,10.59
UAE_235,2024-10,2400,2456,-1092,-1252,2.33
UAE_235,2024-11,1324,1450,-3677,-3438,9.52
UAE_235,2024-12,2429,2217,-5562,-5041,-8.73
UAE_235,2025-01,924,960,-3104,-3336,3.9
UAE_235,2025-02,2761,2622,-5981,-5538,-5.03
UAE_235,2025-03,1192,1229,-2708,-2466,3.1
UAE_235,2025-04,2755,2516,-5442,-5227,-8.68
UAE_235,2025-05,2745,2565,-2913,-2658,-6.56
UAE_235,2025-06,3991,4228,-4338,-4376,5.94
UAE_235,2025-07,4274,4300,-7208,-6872,0.61
UAE_235,2025-08,1763,1849,-4553,-4934,4.88
UAE_235,2025-09,3367,3191,-2772,-3002,-5.23
UAE_235,2025-10,1928,1881,-6043,-6213,-2.44
UAE_235,2025-11,1839,1676,-2226,-2094,-8.86
UAE_235,2025-12,2645,2525,-5558,-6189,-4.54
UAE_236,2023-01,1205,1176,-4043,-4184,-2.41
UAE_236,2023-02,939,990,-3094,-2774,5.43
UAE_236,2023-03,2595,2691,-5554,-4904,3.7
UAE_236,2023-04,2655,2840,-1853,-2134,6.97
UAE_236,2023-05,1483,1518,-3385,-3218,2.36
UAE_236,2023-06,10949,10974,-5119,-4740,0.23
UAE_236,2023-07,1298,1286,-5165,-5169,-0.92
UAE_236,2023-08,2001,2172,-9611,-9033,8.55
UAE_236,2023-09,2082,2048,-4181,-4270,-1.63
UAE_236,2023-10,1159,1280,-1399,-1623,10.44
UAE_236,2023-11,1407,1424,-6639,-6481,1.21
UAE_236,2023-12,1215,1258,-5065,-4850,3.54
UAE_236,2024-01,2123,1947,-846,-961,-8.29
UAE_236,2024-02,4421,4538,-5048,-5706,2.65
UAE_236,2024-03,788,854,-5936,-6555,8.38
UAE_236,2024-04,3147,3313,-7221,-6388,5.27
UAE_236,2024-05,2547,2374,-7041,-6790,-6.79
UAE_236,2024-06,2225,2041,-7549,-8602,-8.27
UAE_236,2024-07,7488,7037,-6230,-7241,-6.02
UAE_236,2024-08,3781,3776,-3343,-3248,-0.13
UAE_236,2024-09,966,999,-2712,-2952,3.42
UAE_236,2024-10,2652,2885,-5124,-4646,8.79
UAE_236,2024-11,1508,1413,-2775,-2930,-6.3
UAE_236,2024-12,1000,1031,-1387,-1270,3.1
UAE_236,2025-01,2785,2709,-3209,-3432,-2.73
UAE_236,2025-02,2578,2518,-2102,-2325,-2.33
UAE_236,2025-03,1327,1329,-3810,-3723,0.15
UAE_236,2025-04,2864,3027,-3537,-3805,5.69
UAE_236,2025-05,3649,3406,-1861,-1956,-6.66
UAE_236,2025-06,3402,3427,-1226,-1074,0.73
UAE_236,2025-07,3866,3994,-6016,-6815,3.31
UAE_236,2025-08,3844,4196,-3885,-4316,9.16
UAE_236,2025-09,2244,2071,-7761,-7149,-7.71
UAE_236,2025-10,2396,2380,-1138,-1027,-0.67
UAE_236,2025-11,2241,2327,-4963,-5350,3.84
UAE_236,2025-12,1092,1129,-5277,-5580,3.39
UAE_237,2023-01,1059,1170,-3094,-3330,10.48
UAE_237,2023-02,867,898,-3591,-3910,3.58
UAE_237,2023-03,2355,2213,-5427,-6113,-6.03
UAE_237,2023-04,1754,1820,-4495,-4079,3.76
UAE_237,2023-05,1248,1142,-5130,-5234,-8.49
UAE_237,2023-06,1648,1554,-1672,-1917,-5.7
UAE_237,2023-07,3779,3564,-5063,-5784,-5.69
UAE_237,2023-08,1988,2204,-2611,-2409,10.87
UAE_237,2023-09,4922,4492,-6096,-5322,-8.74
UAE_237,2023-10,1130,1037,-3485,-3695,-8.23
UAE_237,2023-11,1017,1008,-5564,-5378,-0.88
UAE_237,2023-12,1075,1152,-3404,-3353,7.16
UAE_237,2024-01,1227,1131,-3681,-3451,-7.82
UAE_237,2024-02,2384,2644,-6292,-5775,10.91
UAE_237,2024-03,1939,2088,-2487,-2557,7.68
UAE_237,2024-04,3010,2766,-2206,-2427,-8.11
UAE_237,2024-05,3585,3489,-7012,-6451,-2.68
UAE_237,2024-06,2834,2803,-6289,-7377,-1.09
UAE_237,2024-07,2894,2813,-2068,-1828,-2.8
UAE_237,2024-08,1366,1325,-2959,-2916,-3.0
UAE_237,2024-09,1586,1466,-2560,-2863,-7.57
UAE_237,2024-10,2450,2378,-6234,-6190,-2.94
UAE_237,2024-11,1945,1840,-2295,-2481,-5.4
UAE_237,2024-12,1142,1214,-2309,-2578,6.3
UAE_237,2025-01,2371,2565,-2756,-2865,8.18
UAE_237,2025-02,1142,1157,-1264,-1448,1.31
UAE_237,2025-03,2409,2195,-1285,-1141,-8.88
UAE_237,2025-04,3320,3259,-5454,-4925,-1.84
UAE_237,2025-05,3207,3014,-5448,-4801,-6.02
UAE_237,2025-06,8038,7616,-5392,-6260,-5.25
UAE_237,2025-07,5560,5677,-4544,-5043,2.1
UAE_237,2025-08,3408,3257,-2591,-2807,-4.43
UAE_237,2025-09,3385,3748,-793,-792,10.72
UAE_237,2025-10,1652,1727,-2136,-2278,4.54
UAE_237,2025-11,2816,2774,-4184,-3694,-1.49
UAE_237,2025-12,4051,3709,-3844,-4489,-8.44
UAE_238,2023-01,1343,1459,-3394,-3976,8.64
UAE_238,2023-02,1175,1134,-4118,-4579,-3.49
UAE_238,2023-03,3496,3284,-3151,-2942,-6.06
UAE_238,2023-04,3283,3241,-10025,-8764,-1.28
UAE_238,2023-05,2048,2053,-2955,-2616,0.24
UAE_238,2023-06,3587,3480,-6282,-5963,-2.98
UAE_238,2023-07,1299,1209,-1932,-2231,-6.93
UAE_238,2023-08,4019,4152,-10027,-10154,3.31
UAE_238,2023-09,1779,1864,-7689,-7049,4.78
UAE_238,2023-10,4864,4619,-5777,-5277,-5.04
UAE_238,2023-11,3446,3407,-2197,-2077,-1.13
UAE_238,2023-12,2822,2693,-3658,-3320,-4.57
UAE_238,2024-01,2820,2672,-7036,-6121,-5.25
UAE_238,2024-02,3290,3150,-2139,-2155,-4.26
UAE_238,2024-03,1067,1034,-6663,-6044,-3.09
UAE_238,2024-04,4266,4311,-7811,-7986,1.05
UAE_238,2024-05,2124,2309,-5975,-6020,8.71
UAE_238,2024-06,9374,9132,-5237,-4708,-2.58
UAE_238,2024-07,2877,2656,-6532,-5991,-7.68
UAE_238,2024-08,2308,2535,-9102,-8207,9.84
UAE_238,2024-09,4501,4577,-7133,-7964,1.69
UAE_238,2024-10,4010,3676,-6355,-5538,-8.33
UAE_238,2024-11,1594,1593,-5508,-4869,-0.06
UAE_238,2024-12,2360,2353,-1878,-1876,-0.3
UAE_238,2025-01,1789,1719,-3913,-3774,-3.91
UAE_238,2025-02,3265,3046,-5621,-5999,-6.71
UAE_238,2025-03,2888,2803,-5549,-4989,-2.94
UAE_238,2025-04,2571,2437,-8383,-8955,-5.21
UAE_238,2025-05,8407,8266,-8086,-8362,-1.68
UAE_238,2025-06,4956,4628,-3628,-3610,-6.62
UAE_238,2025-07,2417,2391,-8990,-9780,-1.08
UAE_238,2025-08,1640,1523,-10501,-10808,-7.13
UAE_238,2025-09,3843,3617,-2141,-1936,-5.88
UAE_238,2025-10,3708,3499,-7410,-6535,-5.64
UAE_238,2025-11,3827,3623,-6012,-6117,-5.33
UAE_238,2025-12,2233,2250,-1924,-1901,0.76
UAE_239,2023-01,1194,1140,-5334,-5279,-4.52
UAE_239,2023-02,2260,2498,-5186,-5303,10.53
UAE_239,2023-03,1967,2051,-1008,-1076,4.27
UAE_239,2023-04,2575,2451,-1492,-1699,-4.82
UAE_239,2023-05,1041,990,-2739,-2989,-4.9
UAE_239,2023-06,2080,2099,-2943,-2993,0.91
UAE_239,2023-07,3536,3447,-5521,-5832,-2.52
UAE_239,2023-08,1263,1302,-3583,-3633,3.09
UAE_239,2023-09,3204,3177,-1697,-1917,-0.84
UAE_239,2023-10,3161,2941,-3090,-3053,-6.96
UAE_239,2023-11,924,971,-1183,-1280,5.09
UAE_239,2023-12,1394,1344,-6486,-6058,-3.59
UAE_239,2024-01,3687,3601,-5492,-5075,-2.33
UAE_239,2024-02,1457,1405,-1588,-1701,-3.57
UAE_239,2024-03,1474,1475,-5603,-5957,0.07
UAE_239,2024-04,3401,3095,-2834,-2725,-9.0
UAE_239,2024-05,3248,3375,-4195,-3927,3.91
UAE_239,2024-06,2550,2565,-5595,-4985,0.59
UAE_239,2024-07,5407,5441,-4714,-4671,0.63
UAE_239,2024-08,3067,2979,-5157,-4643,-2.87
UAE_239,2024-09,3254,3470,-4330,-4314,6.64
UAE_239,2024-10,1156,1146,-2403,-2460,-0.87
UAE_239,2024-11,1509,1524,-2302,-2249,0.99
UAE_239,2024-12,1393,1392,-1665,-1687,-0.07
UAE_239,2025-01,2505,2583,-3543,-3123,3.11
UAE_239,2025-02,2069,2145,-2692,-2736,3.67
